순번,관할시군,운행업체명,노선번호,노선ID,기점,기점정류장ID,종점,종점정류장ID,저상버스운행유무,데이터기준일자
9763,고양시,고양교통,95,232000004,문봉동차고지(경유),277102500,이케아.롯데아울렛고양점,218001326,Y,20240229
9764,고양시,고양-대덕운수,080,241327001,위시티1단지후문.양일초교,219001031,빛마루.이비에스,219001075,Y,20240229
9765,고양시,고양-대덕운수,082,241327002,풍동고.다솜초교.풍동도서관,219001040,원마운트,219000998,Y,20240229
9766,고양시,고양-대덕운수,081,241327003,식사동차고지(경유),277102390,풍산역,219001069,Y,20240229
9767,고양시,고양-대덕운수,089,241327005,더샵그라비스타.이마트킨텍스점,219000913,하이마트사거리,218001044,Y,20240229
9768,고양시,고양-대림교통,065,241298003,서정마을2단지,218001072,화정역3호선,218000409,Y,20240229
9769,고양시,고양-대화교통,057,241299002,가좌마을.킴스.벽산A516동,219000565,일산동구청(중),219000356,Y,20240229
9770,고양시,고양-대화교통,062,241299003,더샵그라비스타.이마트킨텍스점,219000913,송포초교,219000434,N,20240229
9771,고양시,고양-대화교통,056,241299005,홈모텔,219000874,백신초교,219000165,Y,20240229
9772,고양시,고양-동일운수,018,241304002,우일시장,218000902,원당역,218001083,N,20240229
9773,고양시,고양-동일운수,012,241304005,관산주공아파트,218001049,원당역,218001083,N,20240229
9774,고양시,고양-동일운수,016,241304006,세기마을입구,218000891,화정역3호선,218001046,N,20240229
9775,고양시,고양-동일운수,013,241304707,원당역,218001083,원신4통,218000886,N,20240229
9776,고양시,고양-명보교통,072,241325001,능곡역.능곡시장,218000193,산황동입구,219001083,N,20240229
9777,고양시,고양-명보교통,071,241325002,회차(경유),277104417,가좌동.구종점,219000435,N,20240229
9778,고양시,고양-명보교통,074,241325004,하이파크시티1단지.고양시립덕이도서관,219000671,주엽역(중),219000189,N,20240229
9779,고양시,고양-명보교통,079,241325005,회차(경유),277104417,두신마을마을회관,219001115,N,20240229
9780,고양시,고양-백마운수,038,241295703,둥지마을.베송쥬쥬,219001082,화정역3호선,218001046,Y,20240229
9781,고양시,고양-백마운수,050,241295704,필리핀참전비,218000826,일산동구청(중),219000356,Y,20240229
9782,고양시,고양-백마운수,010,241295707,약산마을,219000303,빛마루.이비에스,219001075,Y,20240229
9783,고양시,고양-백마운수,039,241295708,위시티1단지후문.양일초교,219001031,현대백화점,219000625,Y,20240229
9784,고양시,고양-백마운수,087,241486001,설문동,219000827,밤가시마을,219000112,Y,20240229
9785,고양시,고양-보람운수,032,241312001,화정역3호선,218000974,샘터마을2단지,218000088,N,20240229
9786,고양시,고양-보람운수,035,241312008,행신역,218000463,원당역,218000282,N,20240229
9787,고양시,고양-보람운수,030,241312013,강고산,218001026,화정역3번출구,218001359,N,20240229
9788,고양시,고양-보람운수,022A,241312014,마을회관,218001003,화전역앞(중),218000136,N,20240229
9789,고양시,고양-보람운수,023,241312015,서정마을6.9단지,218001201,화정역3호선,218000974,N,20240229
9790,고양시,고양-보람운수,024A,241312016,행신역,218000463,원흥역8번출구.방송통신대앞,218000698,Y,20240229
9791,고양시,고양-보람운수,024B,241312017,행신역,218000463,원흥역8번출구.방송통신대앞,218000698,Y,20240229
9792,고양시,고양-보람운수,022B,241312018,덕은LH1단지.DMC한강숲중흥S클래스,218000600,DMC해링턴플레이스,218001361,Y,20240229
9793,고양시,가온누리엠,M7731,218000105,하이파크시티3.5단지,219000667,공덕역1번출구,113000089,N,20240229
9794,고양시,고양-보람운수,054,241312019,덕은LH1단지.DMC한강숲중흥S클래스,218000600,디지털미디어시티역2번출구,113000202,Y,20240229
9795,고양시,고양-보람운수,064,241312020,마을회관,218001003,디지털미디어시티역,111000220,N,20240229
9796,고양시,고양-보은교통,021,241314001,화정역3호선,218000974,행신역,218000463,Y,20240229
9797,고양시,고양-보은교통,020,241314002,화정역3호선,218000974,영흥빌라,218001006,Y,20240229
9798,고양시,고양-보은교통,031,241333001,화정역3번출구,218001359,화정역3호선,218000974,Y,20240229
9799,고양시,고양-부광운수,070,241326001,청원네이쳐빌,219000817,마두역(중),219000383,N,20240229
9800,고양시,고양-부광운수,078,241326003,기점대기(경유),277103897,백석역6번출구,219000015,Y,20240229
9801,고양시,고양-부광운수,034,241334001,사리현동문아파트,219000991,일산역,219000064,N,20240229
9802,고양시,고양-성우교통,097,241331001,식사동,219001081,원당역,218001083,Y,20240229
9803,고양시,고양-성우교통,098,241331002,동국대병원정문,219000583,원당역,218001083,N,20240229
9804,고양시,고양-성우교통,099,241331003,위시티1단지후문.양일초교,219001031,원당역,218001083,N,20240229
9805,고양시,고양-신일산교통,066,241309001,차고지,219000829,냉천초등학교,219000539,Y,20240229
9806,고양시,고양-신일산운수,068,241309702,청궁오리집,219000814,일산동구청.퀸타운호텔,219000956,N,20240229
9807,고양시,고양-신일산운수,069,241309703,SK주유소,219000960,능곡역,218000520,N,20240229
9808,고양시,고양-신일산운수,090,241310001,차고지,219000829,하늘마을3단지,219000597,Y,20240229
9809,고양시,고양-신일산운수,091,241310002,기점대기(경유),277103897,일산에듀포레푸르지오후문,219001147,N,20240229
9810,고양시,고양-신일산운수,092,241310003,일산에듀포레푸르지오후문,219001147,탄현역2번출구,219000772,N,20240229
9811,고양시,고양-신일산운수,095,241310004,고양종합운동장.일산서구청,219000450,강선마을(중),219000192,N,20240229
9812,고양시,고양-신일산운수,091A,241310005,기점대기(경유),277103897,GIFC타워,219001175,N,20240229
9813,고양시,고양-신일산운수,091B,241310006,강선마을13단지,219000531,일산에듀포레푸르지오종점,219000545,N,20240229
9814,고양시,고양-여산교통,053,241328002,푸른마을10단지,218001226,삼송역6번출구,218000627,Y,20240229
9815,고양시,고양-여산교통,052,241328003,푸른마을10단지,218001226,지축LH8단지,218000389,Y,20240229
9816,고양시,고양-여산교통,055,241328004,삼성군인아파트,218000499,푸른마을10단지11동앞,218001212,Y,20240229
9817,고양시,고양-여산교통,033,241328006,중부대학교,218001189,송강마을,218000227,Y,20240229
9818,고양시,고양-여산교통,051A,241328007,푸른마을동익아파트,218000533,애덕의집.봉덕사,218000624,N,20240229
9819,고양시,고양-여산교통,051B,241328008,고양초등학교.소방서,218000953,부대앞,218001246,N,20240229
9820,고양시,고양-자안운수,011,241308701,나루터,218000033,화정역3호선,218001046,Y,20240229
9821,고양시,고양-주원교통,077A,241306001,차량대기(경유),277104609,원흥역4번출구,218001265,Y,20240229
9822,고양시,고양-주원교통,077B,241306002,삼송역6번출구,218000627,사기막골,218000251,Y,20240229
9823,고양시,고양-주원교통,093,241306703,신원마을1.2단지,218001210,스타필드후문,218001104,Y,20240229
9824,고양시,고양-주원교통,094,241306704,삼송역6번출구,218000627,오금동종점,218001164,Y,20240229
9825,고양시,고양-하나교통,017A,241227002,백마역,219000044,원당역,218001083,N,20240229
9826,고양시,고양-하나교통,019,241227003,원당역,218001083,우인아파트,218000948,N,20240229
9827,고양시,고양-한진교통,060,241294002,소만마을1.2.3단지,218001032,화정역3호선,218000409,Y,20240229
9828,고양시,고양-홍성,040,241352001,신원초교.현대8단지,218001097,삼송리슈빌센트럴파크.삼송16단지,218000664,N,20240229
9829,고양시,고양-홍성,043(원당역),241352002,원흥역7번출구,218001052,리스쇼핑.원당시장,218000116,N,20240229
9830,고양시,고양-홍성,042,241352003,호반22단지정문,218001185,호반22단지정문,218001185,N,20240229
9831,고양시,고양-홍성,043,241352004,원흥역7번출구,218001052,원흥역7번출구,218001052,N,20240229
9832,고양시,고양-홍성,048,241352006,신원초교.현대8단지,218001097,호반21단지.동산초등학교,218001099,Y,20240229
9833,고양시,고양-홍성,075A,241352007,고양중학교,218000639,디지털미디어시티역,111000220,Y,20240229
9834,고양시,고양-홍성,047,241352008,신원마을7단지,218000175,원흥역1번출구.방송통신대,218000697,Y,20240229
9835,고양시,고양-홍성,075B,241352009,세원마을입구,218000151,디지털미디어시티역,111000220,N,20240229
9836,고양시,고양-홍성,046,241352010,이케아.롯데아울렛고양점,218001325,동산마을체육공원,218000329,Y,20240229
9837,고양시,고양-홍성,041B,241352011,삼송동일스위트2차아파트,218001333,삼송역5번출구,218000284,N,20240229
9985,평택시,일력운수,평택똑버스01,214000260,율포초등학교,214000105,율포초등학교,214002043,N,20240307
9986,평택시,평택버스,6800,228000411,안중공용터미널,214001479,창현고교.아주대학교.유신고교,202000039,N,20240307
9987,평택시,평택버스,6802,214000273,삼성전자(중),214001440,야탑역.종합버스터미널(전면),206000157,N,20240307
9988,평택시,평택여객,1177,214000248,죽백동차고지,214002076,평택지제역,214002018,N,20240307
9989,평택시,평택여객,1199,214000194,죽백동차고지,277101657,평택지제역,214002018,N,20240307
9990,평택시,평택여객,1451,214000264,평택터미널,214000640,서정리역(중),214000640,N,20240307
9991,평택시,평택여객,1456,214000272,평택지제역,214000622,서정리역(중),214000604,N,20240307
9992,평택시,평택여객,1731,214000156,죽백동차고지,214001328,부영1차후문,214001037,N,20240307
9993,평택시,평택여객,300,214000177,오성면사무소앞,214000197,오성면사무소,214000197,N,20240307
9994,평택시,평택여객,300-1,214000178,오성면사무소앞,214000197,숙성4리,214000197,N,20240307
9995,평택시,평택여객,302,214000171,평택항.국제여객터미널,214001314,서정리역,214000473,N,20240307
9996,평택시,평택여객,310-1,214000179,안중공용터미널,214001479,죽백동차고지,214001329,N,20240307
9997,평택시,평택여객,310-2,214000161,안중오거리,214001321,청북중학교,214000450,N,20240307
9998,평택시,평택여객,313,214000169,안중오거리,214001321,청북읍사무소.신포,214000449,N,20240307
9999,평택시,평택여객,315,214000251,안중오거리,214001321,고잔마트,214002103,N,20240307
10000,평택시,평택여객,320,214000180,안중공용터미널,214001479,죽백동차고지,214001329,N,20240307
10001,평택시,평택여객,320-1,214000159,죽백동차고지,214001328,양교6리,214000041,N,20240307
10002,평택시,평택여객,6396,214000079,안중공용터미널,214001479,K55정문,214000308,N,20240307
10003,평택시,평택여객,80,214000052,죽백동차고지,214001328,평택항.국제여객터미널,214001354,N,20240307
10004,평택시,평택여객,80-1,214000193,안중공용터미널,214001479,죽백동차고지,214001329,N,20240307
10005,평택시,평택여객,8000,214000255,안중출장소,214001479,평택역.AKPLAZA(제1승강장),214000596,N,20240307
10006,평택시,평택여객,81-1,214000055,성공회앞,214001380,모아아파트,214001203,N,20240307
10007,평택시,평택여객,810,214000160,죽백동차고지,214001328,평택항.국제여객터미널,214001314,N,20240307
10008,평택시,평택여객,82-1,214000054,안중초교앞,214000131,평택호관광단지,214000859,Y,20240307
10009,평택시,평택여객,82-2,214000170,안중초교앞,214000131,평택호관광단지,214000859,Y,20240307
10010,평택시,평택여객,82-3,214000069,안중초교앞,214000131,장수리입구,214001177,Y,20240307
10011,평택시,평택여객,83,214000056,성공회앞,214001380,원정8리,214001233,Y,20240307
10012,평택시,평택여객,83-1,214000058,성공회앞,214001380,원정8리,214001233,Y,20240307
10013,평택시,평택여객,83-2,214000183,성공회앞,214001380,원정8리,214001233,Y,20240307
10014,평택시,평택여객,83-3,214000184,성공회앞,214001380,원정8리,214001233,Y,20240307
10015,평택시,평택여객,84,214000060,안중초교앞,214000131,광덕종점,214000927,N,20240307
10016,안성시,백성운수,37,41018001,구)터미널,33134,여주터미널,52100,Y,20240313
10017,안성시,백성운수,5-5,41018170,대우아파트,33101,금화아파트,34202,Y,20240313
10018,안성시,백성운수,10-2,41018140,안성터미널,34663,신계리,34052,Y,20240313
10019,안성시,백성운수,10-6,41018146,인지사거리,33161,미양면사무소,34124,Y,20240313
10020,안성시,백성운수,1-4,41018117,하나로마트,33133,구)공도정류장(안성방면),33023,Y,20240313
10021,안성시,백성운수,1-9,41018148,하나로마트,33133,양성터미널,34082,Y,20240313
10022,안성시,백성운수,100-3,41018169,인삼농협앞,33145,서운면사무소,34236,Y,20240313
10023,안성시,백성운수,1-6,41018118,하나로마트,33133,양성터미널,34082,Y,20240313
